id,date,asset,liability,idx
34287,9/30/02,305243,282390,10739
34288,12/31/02,187240,172462,10740
34288,3/31/02,156598,143367,10741
34288,6/30/02,166339,152561,10742
34288,9/30/02,184003,169719,10743
34289,3/31/02,187096,173313,10744
34289,6/30/02,191168,176000,10745
34289,12/31/02,209245,190734,10746
34289,9/30/02,200020,184294,10747
34290,12/31/02,20675,4263,10748
34290,3/31/02,17964,8253,10749
34290,6/30/02,21084,7981,10750
34290,9/30/02,19519,5058,10751
34292,12/31/02,65749,60441,10752
34292,3/31/02,68217,62442,10753
34292,6/30/02,67128,61244,10754
34292,9/30/02,67699,61726,10755
34294,12/31/02,22374,20320,10756
34294,3/31/02,21789,19411,10757
34294,6/30/02,21337,18726,10758
34294,9/30/02,20264,17848,10759
34295,12/31/02,252916,234462,10760
34295,3/31/02,182829,167663,10761
34295,6/30/02,196060,180489,10762
34295,9/30/02,213148,196124,10763
34296,12/31/02,67027,62460,10764
34296,3/31/02,46916,42078,10765
34296,6/30/02,51515,46686,10766
34296,9/30/02,60256,55536,10767
34298,3/31/02,115589,101195,10768
34298,6/30/02,127438,111521,10769
34298,9/30/02,122467,106136,10770
3430,12/31/02,4200000,3870000,10771
3430,3/31/02,3940000,3630000,10772
3430,6/30/02,4040000,3720000,10773
3430,9/30/02,4180000,3850000,10774
34301,12/31/02,147610,135970,10775
34301,3/31/02,125082,115372,10776
34301,6/30/02,134029,123276,10777
34301,9/30/02,139975,128828,10778
34302,12/31/02,64544,58824,10779
34302,3/31/02,60091,55086,10780
34302,6/30/02,61984,56627,10781
34302,9/30/02,64115,58590,10782
34304,12/31/02,105646,95146,10783
34304,3/31/02,89785,80783,10784
34304,6/30/02,94576,85044,10785
34304,9/30/02,102057,91895,10786
34305,12/31/02,40572,35490,10787
34305,3/31/02,41051,36249,10788
34305,6/30/02,42872,37894,10789
34305,9/30/02,43526,38465,10790
34306,12/31/02,102339,94963,10791
34306,3/31/02,93895,87017,10792
34306,6/30/02,94318,87356,10793
34306,9/30/02,96438,89209,10794
34307,12/31/02,29186,26277,10795
34307,3/31/02,24564,22011,10796
34307,6/30/02,26653,23874,10797
34307,9/30/02,27967,25086,10798
34308,12/31/02,38348,32307,10799
34308,3/31/02,37379,31090,10800
34308,6/30/02,39738,33300,10801
34308,9/30/02,39525,32959,10802
34309,12/31/02,132182,120280,10803
34309,3/31/02,121051,112477,10804
34309,6/30/02,127281,118091,10805
34309,9/30/02,132206,122518,10806
34310,3/31/02,68053,63318,10807
34311,3/31/02,61030,56819,10808
34311,6/30/02,61750,57449,10809
34311,9/30/02,64165,59757,10810
34311,12/31/02,65047,60581,10811
34313,12/31/02,14735,11913,10812
34313,3/31/02,3051,533,10813
34313,6/30/02,3206,637,10814
34313,9/30/02,16442,13768,10815
34314,12/31/02,78382,71719,10816
34314,3/31/02,73207,67029,10817
34314,6/30/02,75113,68792,10818
34314,9/30/02,77834,71364,10819
34316,3/31/02,234696,218383,10820
34316,6/30/02,234256,217074,10821
34316,9/30/02,242620,224852,10822
34317,12/31/02,119929,108805,10823
34317,3/31/02,96032,85257,10824
34317,6/30/02,104418,93510,10825
34317,9/30/02,112671,101675,10826
34319,12/31/02,126012,116257,10827
34319,3/31/02,99976,91149,10828
34319,6/30/02,112511,103188,10829
34319,9/30/02,123579,113954,10830
34320,12/31/02,65878,60008,10831
34320,3/31/02,63295,57735,10832
34320,6/30/02,65579,59742,10833
34320,9/30/02,65682,59772,10834
34321,12/31/02,611284,554325,10835
34321,3/31/02,518867,466927,10836
34321,6/30/02,561945,508271,10837
34321,9/30/02,593617,537378,10838
34322,12/31/02,71018,65489,10839
34322,3/31/02,65765,61070,10840
34322,6/30/02,67276,62228,10841
34322,9/30/02,70541,65024,10842
34323,12/31/02,81615,74270,10843
34323,3/31/02,84915,78039,10844
34323,6/30/02,86896,79822,10845
34323,9/30/02,79763,72508,10846
34324,12/31/02,253994,232994,10847
34324,3/31/02,214009,195458,10848
34324,6/30/02,250601,231283,10849
34324,9/30/02,246553,225849,10850
34325,12/31/02,145640,135638,10851
34325,3/31/02,107633,99055,10852
34325,6/30/02,115864,106835,10853
34325,9/30/02,124585,115084,10854
34326,12/31/02,135980,76890,10855
34326,3/31/02,157467,100893,10856
34326,6/30/02,128637,71265,10857
34326,9/30/02,145179,87064,10858
34328,12/31/02,91752,80866,10859
34328,3/31/02,86135,75959,10860
34328,6/30/02,91705,81231,10861
34328,9/30/02,90858,80067,10862
34329,12/31/02,84755,77692,10863
34329,3/31/02,81708,75089,10864
34329,6/30/02,82233,75350,10865
34329,9/30/02,84939,77959,10866
34331,12/31/02,3016,668,10867
34331,3/31/02,2943,637,10868
34331,6/30/02,2979,644,10869
34331,9/30/02,3251,900,10870
34332,12/31/02,201080,185036,10871
34332,3/31/02,184271,170129,10872
34332,6/30/02,184102,169401,10873
34332,9/30/02,195472,179959,10874
34334,12/31/02,46287,41341,10875
34334,3/31/02,31617,27028,10876
34334,6/30/02,41486,36853,10877
34334,9/30/02,43756,39093,10878
34335,12/31/02,193733,178289,10879
34335,3/31/02,142192,129870,10880
34335,6/30/02,171175,158502,10881
34335,9/30/02,181301,167251,10882
34336,12/31/02,558130,488121,10883
34336,3/31/02,591041,518998,10884
34336,6/30/02,584523,509623,10885
34336,9/30/02,562016,485014,10886
34340,12/31/02,1040000,890610,10887
34340,3/31/02,880887,751842,10888
34340,6/30/02,1010000,881194,10889
34340,9/30/02,999903,871592,10890
34341,3/31/02,206573,190821,10891
34341,12/31/02,310099,283667,10892
34341,6/30/02,256589,232918,10893
34341,9/30/02,274636,250120,10894
34343,12/31/02,85534,75951,10895
34343,3/31/02,82792,74037,10896
34343,6/30/02,85924,76803,10897
34343,9/30/02,84458,75052,10898
34344,12/31/02,125680,117342,10899
34344,3/31/02,118158,111471,10900
34344,6/30/02,126836,118937,10901
34344,9/30/02,128456,120211,10902
34347,12/31/02,167157,152378,10903
34347,3/31/02,132531,120353,10904
34347,6/30/02,139727,125370,10905
34347,9/30/02,155120,140577,10906
34348,12/31/02,189801,171328,10907
34348,3/31/02,151551,139034,10908
34348,6/30/02,167493,154566,10909
34348,9/30/02,170857,157652,10910
34349,12/31/02,128015,117584,10911
34349,3/31/02,114175,105468,10912
34349,6/30/02,118486,109354,10913
34349,9/30/02,127800,117792,10914
34351,12/31/02,3920000,3480000,10915
34351,3/31/02,3330000,2970000,10916
34351,6/30/02,3570000,3180000,10917
34351,9/30/02,3650000,3230000,10918
34352,12/31/02,64727,58658,10919
34352,3/31/02,50611,45511,10920
34352,6/30/02,50572,45634,10921
34352,9/30/02,52868,48080,10922
34353,12/31/02,75224,63493,10923
34353,3/31/02,79294,68485,10924
34353,6/30/02,79465,68388,10925
34353,9/30/02,73784,62404,10926
34359,12/31/02,9581,6912,10927
34359,3/31/02,10283,6701,10928
34359,6/30/02,10256,6645,10929
34359,9/30/02,9332,6695,10930
34363,12/31/02,32743,30426,10931
34363,3/31/02,29343,27166,10932
34363,6/30/02,30656,28397,10933
34363,9/30/02,31662,29336,10934
34365,12/31/02,40929,36621,10935
34365,3/31/02,36147,31989,10936
34365,6/30/02,37107,32890,10937
34365,9/30/02,40716,36432,10938
34366,3/31/02,106833,96388,10939
34366,12/31/02,122229,110662,10940
34366,6/30/02,121226,110348,10941
34366,9/30/02,119932,108532,10942
34368,12/31/02,59651,54465,10943
34368,3/31/02,52691,48053,10944
34368,6/30/02,56218,51349,10945
34368,9/30/02,58318,53240,10946
34369,12/31/02,152070,137936,10947
34369,3/31/02,137572,124904,10948
34369,6/30/02,143618,130406,10949
34369,9/30/02,145677,131982,10950
34377,12/31/02,128736,115447,10951
34377,6/30/02,121118,108528,10952
34377,9/30/02,127268,114254,10953
34377,3/31/02,119675,107339,10954
34379,3/31/02,29522,26629,10955
34379,6/30/02,29044,26047,10956
34380,12/31/02,471682,434802,10957
34380,3/31/02,405122,375222,10958
34380,6/30/02,434809,404088,10959
34380,9/30/02,452373,419958,10960
34381,12/31/02,121302,109254,10961
34381,3/31/02,103509,95831,10962
34381,6/30/02,103860,95850,10963
34381,9/30/02,112495,100653,10964
34383,12/31/02,1790000,1670000,10965
34383,3/31/02,1230000,1130000,10966
34383,6/30/02,1260000,1150000,10967
34383,9/30/02,1620000,1500000,10968
34384,12/31/02,89960,83505,10969
34384,3/31/02,77191,70949,10970
34384,6/30/02,78293,71901,10971
34384,9/30/02,84974,78267,10972
34385,12/31/02,109986,98799,10973
34385,3/31/02,98951,89953,10974
34385,6/30/02,96355,86935,10975
34385,9/30/02,107228,97291,10976
34386,12/31/02,44012,35130,10977
34386,3/31/02,39654,32290,10978
34386,6/30/02,38431,30748,10979
34386,9/30/02,43011,34904,10980
34387,12/31/02,110223,99911,10981
34387,3/31/02,101804,92059,10982
34387,6/30/02,103722,93793,10983
34387,9/30/02,115706,105576,10984
34388,12/31/02,153733,141020,10985
34388,3/31/02,115957,104661,10986
34388,6/30/02,124991,112969,10987
34388,9/30/02,142678,130254,10988
34389,12/31/02,198172,177361,10989
34389,3/31/02,159050,139418,10990
34389,6/30/02,169309,149352,10991
34389,9/30/02,189051,168676,10992
34391,3/31/02,108885,100804,10993
34391,6/30/02,109236,101066,10994
34391,9/30/02,119879,111924,10995
34391,12/31/02,139510,124965,10996
34392,12/31/02,94082,84924,10997
34392,3/31/02,81247,73178,10998
34392,6/30/02,86212,77617,10999
34392,9/30/02,89821,80844,11000
34393,12/31/02,101985,91879,11001
34393,3/31/02,80130,70065,11002
34393,6/30/02,97908,87783,11003
34393,9/30/02,101845,91568,11004
34394,12/31/02,18853,15577,11005
34394,3/31/02,14779,11718,11006
34394,6/30/02,14627,11426,11007
34394,9/30/02,15219,11959,11008
34395,12/31/02,447408,409923,11009
34395,3/31/02,329244,302000,11010
34395,6/30/02,365498,334907,11011
34395,9/30/02,425370,389938,11012
34396,12/31/02,174720,159168,11013
34396,3/31/02,143093,129920,11014
34396,6/30/02,157196,143914,11015
34396,9/30/02,172420,158131,11016
34397,12/31/02,94596,88357,11017
34397,3/31/02,75159,70369,11018
34397,6/30/02,80279,75331,11019
34397,9/30/02,87947,81959,11020
34398,12/31/02,72705,67919,11021
34398,3/31/02,50774,47091,11022
34398,6/30/02,58564,54871,11023
34398,9/30/02,74137,69598,11024
34399,12/31/02,26501,24458,11025
34399,3/31/02,27227,25025,11026
34399,6/30/02,26129,24076,11027
34399,9/30/02,25398,23328,11028
3440,12/31/02,495221,452970,11029
3440,3/31/02,436286,397271,11030
3440,6/30/02,449886,409220,11031
3440,9/30/02,473433,432325,11032
34401,12/31/02,62555,58098,11033
34401,3/31/02,50937,46878,11034
34401,6/30/02,54351,50168,11035
34401,9/30/02,59302,55002,11036
34402,12/31/02,41279,37637,11037
34402,3/31/02,36636,33162,11038
34402,6/30/02,38571,35047,11039
34402,9/30/02,38915,35340,11040
34403,12/31/02,79562,71260,11041
34403,3/31/02,60554,52518,11042
34403,6/30/02,66322,58201,11043
34403,9/30/02,74021,65825,11044
34404,12/31/02,19231,13805,11045
34404,3/31/02,17724,12830,11046
34404,6/30/02,18219,13078,11047
34404,9/30/02,20376,15133,11048
34405,3/31/02,87013,82853,11049
34405,6/30/02,80392,77066,11050
34405,9/30/02,74831,74233,11051
34407,12/31/02,58047,53296,11052
34407,3/31/02,45195,41812,11053
34407,6/30/02,48642,44142,11054
34407,9/30/02,51866,47224,11055
34409,12/31/02,67129,61111,11056
34409,3/31/02,64289,58898,11057
34409,6/30/02,62032,56377,11058
34409,9/30/02,65625,59806,11059
34410,12/31/02,250898,234721,11060
34410,3/31/02,134202,125114,11061
34410,6/30/02,160975,145994,11062
34410,9/30/02,213435,197910,11063
34411,12/31/02,104424,96501,11064
34411,3/31/02,73428,67152,11065
34411,6/30/02,84093,77106,11066
34411,9/30/02,90282,82854,11067
34412,12/31/02,53207,47624,11068
34412,3/31/02,48291,42905,11069
34412,6/30/02,50632,44948,11070
34412,9/30/02,50639,44664,11071
34413,12/31/02,55791,51372,11072
34413,3/31/02,47993,44341,11073
34413,6/30/02,52292,48526,11074
34413,9/30/02,57171,52845,11075
34415,12/31/02,357108,335976,11076
34415,3/31/02,276817,259243,11077
34415,6/30/02,298392,279675,11078
34415,9/30/02,304384,284372,11079
34416,12/31/02,381264,336744,11080
34416,3/31/02,330617,300794,11081
34416,6/30/02,356482,313442,11082
34416,9/30/02,356311,312749,11083
34417,12/31/02,45427,39805,11084
34417,3/31/02,43311,37649,11085
34417,6/30/02,45120,39496,11086
34417,9/30/02,45246,39610,11087
34421,12/31/02,77786,71244,11088
34421,3/31/02,57983,53152,11089
34421,6/30/02,63688,57544,11090
34421,9/30/02,72657,66277,11091
34422,12/31/02,449986,416321,11092
34422,3/31/02,393538,368488,11093
34422,6/30/02,404845,373117,11094
34422,9/30/02,435390,402908,11095
34427,12/31/02,160937,145425,11096
34427,3/31/02,102512,93994,11097
34427,6/30/02,122376,112827,11098
34427,9/30/02,146790,135304,11099
34430,12/31/02,95927,89636,11100
34430,3/31/02,71729,65845,11101
34430,6/30/02,77050,71073,11102
34430,9/30/02,93246,87240,11103
34431,12/31/02,85680,77533,11104
34431,3/31/02,80592,73455,11105
34431,6/30/02,75341,67722,11106
34431,9/30/02,79943,71914,11107
34432,12/31/02,52682,47638,11108
34432,3/31/02,48864,44255,11109
34432,6/30/02,49336,44586,11110
34432,9/30/02,52751,47859,11111
34433,12/31/02,496527,452735,11112
34433,3/31/02,401320,366824,11113
34433,6/30/02,440682,404488,11114
34433,9/30/02,494175,451107,11115
34434,12/31/02,8340000,7260000,11116
34434,3/31/02,8490000,7420000,11117
34434,6/30/02,8590000,7470000,11118
34434,9/30/02,8400000,7250000,11119
34437,3/31/02,241018,225857,11120
34437,6/30/02,244584,228145,11121
34438,12/31/02,839232,774395,11122
34438,3/31/02,611924,560829,11123
34438,6/30/02,691371,635671,11124
34438,9/30/02,747324,688763,11125
34439,12/31/02,50297,46943,11126
34439,3/31/02,47851,44324,11127
34439,6/30/02,47299,43724,11128
34439,9/30/02,51606,47964,11129
34440,12/31/02,16835,14857,11130
34440,3/31/02,14425,12535,11131
34440,6/30/02,14990,13056,11132
34440,9/30/02,16284,14260,11133
34441,12/31/02,23215,20376,11134
34441,3/31/02,21130,18903,11135
34441,6/30/02,22333,19842,11136
34441,9/30/02,24096,21406,11137
34442,3/31/02,92313,84647,11138
34442,6/30/02,90338,83291,11139
34443,12/31/02,41985,37868,11140
34443,3/31/02,37851,34339,11141
34443,6/30/02,39268,35608,11142
34443,9/30/02,41167,37257,11143
34444,12/31/02,101435,93661,11144
34444,3/31/02,90461,85162,11145
34444,6/30/02,93469,87981,11146
34444,9/30/02,99425,91788,11147
34445,12/31/02,79292,73876,11148
34445,3/31/02,61962,57367,11149
34445,6/30/02,67515,62638,11150
34445,9/30/02,72911,67750,11151
34447,12/31/02,67259,61989,11152
34447,3/31/02,61649,57424,11153
34447,6/30/02,65435,60443,11154
34447,9/30/02,68051,62722,11155
34448,3/31/02,28174,24887,11156
34448,6/30/02,26873,23413,11157
34448,9/30/02,27056,23507,11158
34449,3/31/02,125131,114827,11159
34449,6/30/02,143668,133295,11160
34452,12/31/02,840731,765076,11161
34452,3/31/02,640138,585159,11162
34452,6/30/02,643722,586162,11163
34452,9/30/02,660817,604023,11164
34453,3/31/02,183778,143606,11165
34453,6/30/02,189672,147548,11166
34453,9/30/02,193528,149230,11167
34453,12/31/02,223503,177895,11168
34454,3/31/02,137914,126570,11169
34454,12/31/02,169395,151791,11170
34454,6/30/02,148968,137339,11171
34454,9/30/02,161488,149355,11172
34455,12/31/02,43594,38700,11173
34455,3/31/02,42434,38371,11174
34455,6/30/02,41742,37273,11175
34455,9/30/02,40968,36239,11176
34456,12/31/02,37374,32643,11177
34456,3/31/02,35710,31350,11178
34456,6/30/02,36154,31430,11179
34456,9/30/02,36646,31717,11180
34457,12/31/02,80905,71767,11181
34457,3/31/02,71279,62796,11182
34457,6/30/02,73465,64762,11183
34457,9/30/02,82024,73074,11184
34459,3/31/02,69406,64073,11185
34459,6/30/02,71693,66267,11186
34459,12/31/02,76050,70280,11187
34459,9/30/02,74994,69380,11188
34460,12/31/02,62676,58593,11189
34460,3/31/02,54004,50313,11190
34460,6/30/02,58619,54825,11191
34460,9/30/02,65920,62038,11192
34462,12/31/02,99009,91065,11193
34462,3/31/02,84882,77983,11194
34462,6/30/02,88684,81516,11195
34462,9/30/02,95641,88228,11196
34468,12/31/02,71487,63866,11197
34468,3/31/02,66262,59374,11198
34468,6/30/02,70710,63499,11199
34468,9/30/02,68843,61351,11200
34469,3/31/02,39483,34683,11201
34469,12/31/02,46867,41684,11202
34469,6/30/02,40327,35429,11203
34469,9/30/02,43212,38140,11204
34470,12/31/02,93918,87586,11205
34470,3/31/02,81654,74590,11206
34470,6/30/02,85827,78497,11207
34470,9/30/02,85782,79172,11208
34472,3/31/02,164361,149511,11209
34472,6/30/02,165212,150081,11210
34472,9/30/02,161175,145845,11211
34473,12/31/02,129740,119422,11212
34473,3/31/02,104615,95691,11213
34473,6/30/02,108083,98602,11214
34473,9/30/02,125023,115047,11215
34475,12/31/02,69955,61453,11216
34475,3/31/02,62912,55456,11217
34475,6/30/02,68945,61100,11218
34475,9/30/02,74649,66531,11219
34476,12/31/02,140568,131103,11220
34476,3/31/02,139613,130949,11221
34476,6/30/02,135248,126347,11222
34476,9/30/02,134984,125841,11223
34478,12/31/02,8637,3277,11224
34478,3/31/02,8784,3731,11225
34478,6/30/02,8359,3221,11226
34478,9/30/02,8658,3393,11227
34479,12/31/02,53884,50034,11228
34479,3/31/02,49263,45838,11229
34479,6/30/02,51009,47455,11230
34479,9/30/02,51526,47829,11231
34483,12/31/02,4180000,2840000,11232
34483,3/31/02,3860000,2440000,11233
34483,6/30/02,3660000,2230000,11234
34483,9/30/02,3810000,2370000,11235
34484,12/31/02,54494,49627,11236
34484,3/31/02,42771,38724,11237
34484,6/30/02,45212,40849,11238
34484,9/30/02,50524,45845,11239
34485,12/31/02,51197,45654,11240
34485,3/31/02,26817,24075,11241
34485,6/30/02,24222,21449,11242
34485,9/30/02,24675,21930,11243
34486,12/31/02,53294,49305,11244
34486,3/31/02,42063,38654,11245
34486,6/30/02,45518,41921,11246
34486,9/30/02,51635,47870,11247
34488,12/31/02,25833,23794,11248
34488,3/31/02,18128,16341,11249
34488,6/30/02,21640,19784,11250
34488,9/30/02,24195,22249,11251
34489,12/31/02,114055,106394,11252
34489,3/31/02,114694,108009,11253
34489,6/30/02,109112,101642,11254
34489,9/30/02,113505,105919,11255
34491,12/31/02,77713,70501,11256
34491,3/31/02,68856,61832,11257
34491,6/30/02,71828,64717,11258
34491,9/30/02,75727,68526,11259
34494,12/31/02,3233,536,11260
34494,3/31/02,3169,567,11261
34494,6/30/02,3206,584,11262
34494,9/30/02,3253,607,11263
34496,12/31/02,243473,211324,11264
34496,3/31/02,216547,185648,11265
34496,6/30/02,221280,189777,11266
34496,9/30/02,231673,199830,11267
34498,12/31/02,296860,270928,11268
34498,3/31/02,295724,273709,11269
34498,6/30/02,299650,275261,11270
34498,9/30/02,293925,267664,11271
34502,12/31/02,141817,133297,11272
34502,3/31/02,100980,93382,11273
34502,6/30/02,109401,101570,11274
34502,9/30/02,127567,119547,11275
34503,12/31/02,235151,212527,11276
34503,3/31/02,235487,214322,11277
34503,6/30/02,244448,222737,11278
34503,9/30/02,243472,221222,11279
34504,12/31/02,11294,551,11280
34504,3/31/02,11224,546,11281
34504,6/30/02,11241,540,11282
34504,9/30/02,11275,553,11283
34505,12/31/02,275516,260012,11284
34505,3/31/02,217123,202680,11285
34505,6/30/02,225442,210706,11286
34505,9/30/02,247569,232407,11287
34506,12/31/02,119966,110457,11288
34506,3/31/02,104799,96839,11289
34506,6/30/02,110245,101632,11290
34506,9/30/02,123259,114152,11291
34507,12/31/02,1540000,1430000,11292
34507,3/31/02,1290000,1210000,11293
34507,6/30/02,1420000,1330000,11294
34507,9/30/02,1650000,1540000,11295
34509,12/31/02,105183,95432,11296
34509,3/31/02,92576,83743,11297
34509,6/30/02,95579,86393,11298
34509,9/30/02,101450,92025,11299
34510,3/31/02,54427,50685,11300
34515,12/31/02,161063,146701,11301
34515,3/31/02,139572,126646,11302
34515,6/30/02,156032,142532,11303
34515,9/30/02,164831,150913,11304
34516,12/31/02,97678,89098,11305
34516,3/31/02,85093,77073,11306
34516,6/30/02,88926,80726,11307
34516,9/30/02,91346,82950,11308
34517,12/31/02,90243,82562,11309
34517,3/31/02,73794,66780,11310
34517,6/30/02,76905,69588,11311
34517,9/30/02,85915,78379,11312
34519,12/31/02,380958,317614,11313
34519,3/31/02,287978,228897,11314
34519,6/30/02,418059,356088,11315
34519,9/30/02,406230,339616,11316
34522,12/31/02,48510,44729,11317
34522,3/31/02,46229,42633,11318
34522,6/30/02,47805,44056,11319
34522,9/30/02,47662,43843,11320
34523,3/31/02,56555,50169,11321
34524,12/31/02,85191,78263,11322
34524,3/31/02,81009,74742,11323
34524,6/30/02,79353,72676,11324
34524,9/30/02,82321,75556,11325
34526,12/31/02,40775,37206,11326
34526,3/31/02,36032,32872,11327
34526,6/30/02,38308,34916,11328
34526,9/30/02,40336,36817,11329
34527,12/31/02,42127,36423,11330
34527,3/31/02,56419,50760,11331
34527,6/30/02,48858,43200,11332
34527,9/30/02,42276,36557,11333
34528,12/31/02,99250,91589,11334
34528,3/31/02,84635,77701,11335
34528,6/30/02,90815,83964,11336
34528,9/30/02,94485,86913,11337
34529,12/31/02,98379,90388,11338
34529,3/31/02,88532,81469,11339
34529,6/30/02,91508,84093,11340
34529,9/30/02,99049,91312,11341
34533,12/31/02,260977,242191,11342
34533,3/31/02,224966,209487,11343
34533,6/30/02,242311,225245,11344
34533,9/30/02,255468,237143,11345
34535,12/31/02,69051,61566,11346
34535,3/31/02,56004,48344,11347
34535,6/30/02,59945,52459,11348
34535,9/30/02,60686,53409,11349
34536,3/31/02,2710000,2410000,11350
34536,6/30/02,2800000,2520000,11351
34536,12/31/02,3040000,2720000,11352
34536,9/30/02,2940000,2630000,11353
34537,12/31/02,47381,42765,11354
34537,3/31/02,42991,38669,11355
34537,6/30/02,43290,38840,11356
34537,9/30/02,44709,40198,11357
34538,12/31/02,261825,243739,11358
34538,3/31/02,224824,210922,11359
34538,6/30/02,239084,222532,11360
34538,9/30/02,258238,240147,11361
34540,12/31/02,118904,91875,11362
34540,3/31/02,54883,44353,11363
34540,6/30/02,63134,50917,11364
34540,9/30/02,66464,51959,11365
34541,12/31/02,114868,104034,11366
34541,3/31/02,96894,89822,11367
34541,6/30/02,98282,90838,11368
34541,9/30/02,106599,98886,11369
34542,12/31/02,69393,60053,11370
34542,3/31/02,64186,55768,11371
34542,6/30/02,63947,55152,11372
34542,9/30/02,67640,58433,11373
34543,12/31/02,220832,202751,11374
34543,3/31/02,187058,171321,11375
34543,6/30/02,196252,179795,11376
34543,9/30/02,212148,195267,11377
34547,12/31/02,242363,224617,11378
34547,3/31/02,223530,208560,11379
34547,6/30/02,221988,205836,11380
34547,9/30/02,232564,215329,11381
34548,12/31/02,60441,54863,11382
34548,3/31/02,47638,42987,11383
34548,6/30/02,55040,50295,11384
34548,9/30/02,60664,55154,11385
34549,12/31/02,35130,32200,11386
34549,3/31/02,35275,32953,11387
34549,6/30/02,35431,32769,11388
34549,9/30/02,36653,33706,11389
34551,12/31/02,10298,7633,11390
34551,3/31/02,10544,7962,11391
34551,6/30/02,8776,6143,11392
34551,9/30/02,8883,6264,11393
34552,12/31/02,26185,23578,11394
34552,3/31/02,21745,19313,11395
34552,6/30/02,23520,20986,11396
34552,9/30/02,26575,23965,11397
34554,12/31/02,63646,58135,11398
34554,3/31/02,60920,56965,11399
34554,6/30/02,64043,60484,11400
34554,9/30/02,65321,61423,11401
34555,3/31/02,55876,49969,11402
34555,6/30/02,59287,53252,11403
34555,12/31/02,64080,57740,11404
34555,9/30/02,60412,54188,11405
34556,3/31/02,421199,325952,11406
34556,6/30/02,412222,309863,11407
34557,12/31/02,85996,78144,11408
34557,3/31/02,73275,66171,11409
34557,6/30/02,84086,76680,11410
34557,9/30/02,87508,79845,11411
34559,12/31/02,180032,164586,11412
34559,3/31/02,145083,134006,11413
34559,6/30/02,160032,147596,11414
34559,9/30/02,172728,159433,11415
34560,12/31/02,85674,78773,11416
34560,3/31/02,69242,64051,11417
34560,6/30/02,79816,73346,11418
34560,9/30/02,81013,74342,11419
34561,12/31/02,122267,112424,11420
34561,3/31/02,98936,91027,11421
34561,6/30/02,102386,94116,11422
34561,9/30/02,112054,103061,11423
34562,12/31/02,87186,81000,11424
34562,3/31/02,82487,76991,11425
34562,6/30/02,84476,78689,11426
34562,9/30/02,87727,81709,11427
34563,12/31/02,196681,181275,11428
34563,3/31/02,147717,137160,11429
34563,6/30/02,164327,152115,11430
34563,9/30/02,190234,175566,11431
34565,12/31/02,135885,126122,11432
34565,3/31/02,107894,99538,11433
34565,6/30/02,115867,106927,11434
34565,9/30/02,132943,123793,11435
34566,12/31/02,68204,60592,11436
34566,3/31/02,62915,55657,11437
34566,6/30/02,65323,57810,11438
34566,9/30/02,67154,59452,11439
34567,3/31/02,12434,9534,11440
34567,6/30/02,14626,11714,11441
34568,12/31/02,18045,14827,11442
34568,3/31/02,18205,15308,11443
34568,6/30/02,18381,15356,11444
34568,9/30/02,18104,14931,11445
34571,12/31/02,221337,159807,11446
34571,3/31/02,269131,220087,11447
34571,6/30/02,246774,189716,11448
34571,9/30/02,237540,178922,11449
34572,12/31/02,92866,85420,11450
34572,3/31/02,79167,72349,11451
34572,6/30/02,83295,76237,11452
34572,9/30/02,90635,83324,11453
34573,12/31/02,80745,73833,11454
34573,3/31/02,71517,65054,11455
34573,6/30/02,68940,62303,11456
34573,9/30/02,69657,62813,11457
34574,12/31/02,40102,37030,11458
34574,3/31/02,37367,34636,11459
34574,6/30/02,38935,36174,11460
34574,9/30/02,39458,36624,11461
34577,3/31/02,131337,122370,11462
34577,12/31/02,150644,139274,11463
34577,6/30/02,140645,130690,11464
34577,9/30/02,147410,137123,11465
34578,12/31/02,175316,156003,11466
34578,3/31/02,149662,134374,11467
34578,6/30/02,168056,149058,11468
34578,9/30/02,177441,158158,11469
34579,12/31/02,84478,79821,11470
34579,3/31/02,63945,60147,11471
34579,6/30/02,71346,65727,11472
34579,9/30/02,73751,67975,11473
34580,12/31/02,60486,54665,11474
34580,3/31/02,75990,70498,11475
34580,6/30/02,71055,65091,11476
34580,9/30/02,64256,58521,11477
34581,12/31/02,76445,70271,11478
34581,3/31/02,55072,50773,11479
34581,6/30/02,62309,57209,11480
34581,9/30/02,66827,61365,11481
34585,12/31/02,108026,95619,11482
34585,3/31/02,77341,66331,11483
34585,6/30/02,77079,65742,11484
34585,9/30/02,128858,116129,11485
34589,12/31/02,912103,852125,11486
34589,3/31/02,806752,756796,11487
34589,6/30/02,852505,798424,11488
34589,9/30/02,867514,810662,11489
34590,12/31/02,2440000,2100000,11490
34590,3/31/02,2660000,2300000,11491
34590,6/30/02,2750000,2400000,11492
34590,9/30/02,2920000,2550000,11493
34591,12/31/02,50100,45884,11494
34591,3/31/02,45703,41837,11495
34591,6/30/02,47394,43395,11496
34591,9/30/02,49435,45303,11497
34592,12/31/02,83323,76770,11498
34592,3/31/02,74756,68926,11499
34592,6/30/02,79548,73475,11500
34592,9/30/02,80796,74384,11501
34593,12/31/02,86124,77481,11502
34593,3/31/02,61588,53463,11503
34593,6/30/02,71197,62891,11504
34593,9/30/02,77917,69432,11505
34594,12/31/02,64463,56023,11506
34594,3/31/02,56484,48719,11507
34594,6/30/02,57310,49229,11508
34594,9/30/02,63094,54838,11509
34595,12/31/02,149973,136887,11510
34595,3/31/02,138786,126656,11511
34595,6/30/02,150109,137530,11512
